source_row_number,decision_id,exclusion_reason,excluded_on,listing_id,internal_id,category,listing_type,detail_url,property_type,offering_type,completion_status,title,price_egp,price_period,price_currency,location_full,city,town,district,subdistrict,lat,lon,bedrooms,bathrooms,area_value,area_unit,furnished,listing_level,is_premium,is_verified,is_featured,is_new_construction,is_direct_from_dev,is_exclusive,listed_date,images_count,has_view_360,video_url,reference,rera,description,amenities,payment_method,agent_id,agent_name,agent_email,agent_is_super,agent_languages,broker_id,broker_name,broker_email,broker_phone,contact_phone,contact_whatsapp,contact_email,scraped_at,duplicate_component_id,canonical_listing_id,canonical_selection_rule
7,D005,"Non-property project_recommendation placeholder with no listing ID, URL, property type, price, area, or location",2026-06-13,,,buy,project_recommendation,,,,,,,,EGP,,,,,,,,,,,sqm,,,False,False,False,False,False,False,,0,False,,,,,,,,,,False,,,,,,,,,2026-03-04T14:20:33.281007,,,
20374,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,TEWSYZQ9HPXGQ4DAKH059VQ6SM,52714194.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-2PWMVzxup4j.html,Apartment,Residential for Rent,,luxury apartment rent in katameya heights,80000.0,monthly,EGP,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Cairo,New Cairo City,El Katameya,El Katameya Compounds,29.992431640625,31.40472412109375,3,3,200.0,sqm,YES,premium,True,False,False,False,False,False,2026-02-18T12:02:05Z,12,False,,TEWSYZQ9HPXGQ4DAKH059VQ6SM,,"We offer all real estate services in some of the most luxurious and authentic districts in Cairo “Maadi, New Cairo, Katameya heights, Mirage city, Arabela"". Our company is committed to providing you with the best services including (renting-selling –buying –evaluating-appraiser). For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished. So, if you're interested and looking for professional real estate services, please don't hesitate to contact us So, if you're interested and looking for professional real estate services, please don't hesitate to contact us or visit us on: [link not available] [link not available] For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished We offer all real estate services in some of the most luxurious and authentic districts in Cairo “Maadi, New Cairo, Katameya heights, Mirage city, Arabela"". Our company is committed to providing you with the best services including (renting-selling –buying –evaluating-appraiser). For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished. So, if you're interested and looking for professional real estate services, please don't hesitate to contact us So, if you're interested and looking for professional real estate services, please don't hesitate to contact us or visit us on Cairo, Villas, USD 6000, Furnished, 700 Sq. Meter, Amazing Villa Rent In Katameya Heights",Balcony | Central A/C | Kitchen Appliances | Study | Security | Walk-in Closet,,8106.0,Mohamed Abd El Kader,mjuk93@gmail.com,False,,579.0,Brilliant Real Estate,mjuk93@gmail.com,201014000946.0,201014000946.0,201014000946.0,mjuk93@gmail.com,2026-03-04T21:57:38.867743,EX-0594-01,TQEAVW1SMK8XWSAG51NBPNBTQW,Latest listed_date; then completeness; images_count; scraped_at; stable source order
28763,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,5Z1KHVNDE8413DQ7SMW5M6VCF4,54233409.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-lake-view-residence-2PgATFyQHE8.html,Apartment,Residential for Rent,,Furnished Apartment With Private Garden Lake View,85000.0,monthly,EGP,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,30.0261459350586,31.53697395324707,2,2,128.0,sqm,YES,standard,False,False,False,False,False,False,2026-02-24T09:48:43Z,18,False,,HKEBP1087,,"apartment for rent compound lake view 128 m with private garden fully furnished 2 bedrooms 2 bathrooms modern furniture 85 k per month At EBP, we are more than just a real estate agency. For nearly 20 years, we have provided excellent service to clients from all over the world and managed a portfolio of properties for a wide range of buyers, investors, international companies, and local organizations Egypt Best Properties: We are a real estate marketplace dedicated to revolutionizing the way individuals make informed decisions about their property investments. Whether you are a homeowner, buyer, or seller, we serve our clients from multiple offices covering 6th of October City, Sheikh Zayed, and New Cairo.",Balcony | Built in Wardrobes | Central A/C | Covered Parking | Kitchen Appliances | Maids Room | Private Garden | Private Pool | Shared Pool | Study | Shared Spa | Shared Gym | Walk-in Closet | View of Landmark | Lobby in Building | Children's Pool | View of Water | Security,,62661.0,Hager  khodier,hager.khodier@egyptbestproperties.com,False,,85.0,Egypt Best Properties,info@egyptbestproperties.com,201224946565.0,201212532055.0,20221257340.0,hager.khodier@egyptbestproperties.com,2026-03-04T23:02:38.071788,EX-0598-01,GBYRY422335V5B09ZJSQ2V61DW,Latest listed_date; then completeness; images_count; scraped_at; stable source order
20062,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,X1M6GMDJ6KQNHB774HMKMGJWK0,54757758.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/villa-for-rent-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-2PjkAx8SxDk.html,Villa,Residential for Rent,,Standalone Villa for Rent | Prime Location–Mivida,170000.0,monthly,EGP,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,30.00575065612793,31.533998489379883,5,4,420.0,sqm,PARTLY,premium,True,False,False,False,False,False,2026-02-26T13:31:25Z,10,False,,BH-224-1,,"A standalone villa for rent in Mivida Compound, located in a very prime location within the community. Fully finished and equipped with kitchen, air conditioners, and dressing, ideal for upscale family living. Villa Details: Built-up area: 420 sqm 5 bedrooms (including 1 master with dressing) Living room 4 bathrooms Maid’s room Fully finished Kitchen, ACs & dressing included Asking Rent: EGP 170,000 (Final) -- Aqarpedia is your ultimate partner in real estate. Whether you're buying, selling, or investing, we bring unparalleled expertise and unwavering commitment.",Balcony | Built in Wardrobes | Central A/C | Covered Parking | Private Garden | Maids Room | Shared Gym | Shared Spa | Security | Walk-in Closet | View of Landmark | Lobby in Building,,66905.0,beshoy hany,beshoy.hany@aqar-pedia.net,False,,5811.0,Aqarpedia For Resale,madonna.a@aqar-pedia.com,201227777140.0,201000581116.0,20221257340.0,beshoy.hany@aqar-pedia.net,2026-03-04T21:50:17.348343,EX-0599-01,V1JPVY4EM3MPQ0S2ZVZE39RPW0,Latest listed_date; then completeness; images_count; scraped_at; stable source order
32479,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,7CY6ZVK26TFGEMH5JQVYP3RK44,52460798.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-heights-2PUwpY1LAnI.html,Apartment,Residential for Rent,,amazing apartment rent in katameya heights,95000.0,monthly,EGP,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",Cairo,New Cairo City,El Katameya,El Katameya Compounds,29.992431640625,31.40472412109375,2,3,200.0,sqm,YES,standard,False,False,False,False,False,False,2026-02-17T15:34:32Z,13,False,,7CY6ZVK26TFGEMH5JQVYP3RK44,,"We offer all real estate services in some of the most luxurious and authentic districts in Cairo “Maadi, New Cairo, Katameya heights, Mirage city, Arabela"". Our company is committed to providing you with the best services including (renting-selling –buying –evaluating-appraiser). For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished. So, if you're interested and looking for professional real estate services, please don't hesitate to contact us So, if you're interested and looking for professional real estate services, please don't hesitate to contact us or visit us on: [link not available] [link not available] For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished We offer all real estate services in some of the most luxurious and authentic districts in Cairo “Maadi, New Cairo, Katameya heights, Mirage city, Arabela"". Our company is committed to providing you with the best services including (renting-selling –buying –evaluating-appraiser). For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished. So, if you're interested and looking for professional real estate services, please don't hesitate to contact us So, if you're interested and looking for professional real estate services, please don't hesitate to contact us or visit us on Cairo, Villas, USD 6000, Furnished, 700 Sq. Meter, Amazing Villa Rent In Katameya Heights",Balcony | Central A/C | Kitchen Appliances | Study | Security | Shared Gym | Walk-in Closet,,8106.0,Mohamed Abd El Kader,mjuk93@gmail.com,False,,579.0,Brilliant Real Estate,mjuk93@gmail.com,201014000946.0,201014000946.0,201014000946.0,mjuk93@gmail.com,2026-03-04T23:28:08.307876,EX-0604-01,0NSEYR2XQ409F7YPQRT20NSJ0W,Latest listed_date; then completeness; images_count; scraped_at; stable source order
38593,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,0W85REMHETBRG424WD7B6BRFA8,8676521.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-8676521.html,Apartment,Residential for Rent,,Full finished Apartment in Mountain View ICity,23000.0,monthly,EGP,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,30.06942367553711,31.5997371673584,3,2,165.0,sqm,NO,standard,False,False,False,False,False,False,2026-02-09T09:18:30Z,12,False,,EslamAdel05,,"BUA : 165 sqm Full finished super lux 3 bedroom ( 1 master ) 2 bathroom Court view Big reception & terrace Price: 23,000 Mountain View iCity Compound: iCity New Cairo is strategically located near Hyde Park, the American University in Cairo, and major highways such as Suez Road and Ain Sokhna Road, making it one of the most accessible spots in Fifth Settlement. Developer: Mountain View Real Estate Development, the company behind Mountain View 1, the first in a series of landmark projects in New Cairo. ⸻ Facilities & Features: • Wide green areas and walking paths • 24/7 security and surveillance • Medical centers • Exclusive clubhouse • Multiple swimming pools for adults and children • Commercial area with shopping malls and well-known brands • Social and health club • Fully equipped gym and spa • Landscaped gardens and water features • Private parking spaces • Premium restaurants and cafés • BBQ areas • Dedicated kids’ playgrounds and entertainment areas About Abaza Company Abaza is a leading real estate investment and marketing company built on the values of honesty, credibility, and transparency. With over 17 years of experience in resale marketing, we specialize in New Cairo, Mostakbal City, New Capital, and the North Coast. Our mission is to provide a wide range of real estate projects that meet our clients’ needs, whether for residential living or investment opportunities. For more details, please contact us via Call/WhatsApp: +201121500012",Balcony | Security,,6453.0,Mamdouh Abaza,realestateabaza@gmail.com,False,English | Arabic,332.0,ABAZA for real estate,realestateabaza@gmail.com,201007607215.0,201121500012.0,201121500012.0,realestateabaza@gmail.com,2026-03-05T00:36:32.963535,EX-0608-01,A8Y108SK6D5SH1S4SXC6E038ZC,Latest listed_date; then completeness; images_count; scraped_at; stable source order
20341,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,D3KK0W25B7MGFR2PMMAA926MJG,52707055.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-2PVV8Spvg3s.html,Apartment,Residential for Rent,,Stylish 200sqm Furnished Apartment Rent in Mivida,113000.0,monthly,EGP,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,30.00575065612793,31.533998489379883,3,4,200.0,sqm,YES,premium,True,False,False,False,False,False,2026-02-17T23:34:11Z,9,False,,R105-18Feb2026,,"Stylish 200sqm Fully Furnished Apartment for Rent in Mivida Compound New Cairo Ultra modern furnished Prime Location Location: Boulevard Mivida View: Overlooking the landscaped gardens Details: Area: 200sqm Finishing: Ultra Super Lux Consists of :- 3 Bedrooms Master bedroom with private bathroom Maid's Room with private bathroom 4 Bathrooms Fully Equipped Kitchen Central A/C (Cooling & Heating) Private Pool for the building Two Elevators in the building 2 Shaded Underground Parking spaces Rental Price ; 113,000LE/month",Balcony | Built in Wardrobes | Central A/C | Covered Parking | Kitchen Appliances | Maids Room | Shared Pool | Security | Shared Spa | Shared Gym,,52937.0,Rehab 1,BrandfacilityManagement@gmail.com,False,,4770.0,Brand Facility Management,brandfacilitymanagement@gmail.com,201010488455.0,201149593867.0,20221257340.0,BrandfacilityManagement@gmail.com,2026-03-04T21:56:56.964654,EX-0613-01,42XTFWPKA0KM80K9H83BSSTSQW,Latest listed_date; then completeness; images_count; scraped_at; stable source order
20394,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,N5PR3ZFNMNK3DXX6SCSCA4RT9W,52460132.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-hay-el-maadi-sarayat-al-maadi-2PUvP4hMsnA.html,Apartment,Residential for Rent,,amazing apartment rent in maadi sarayate pool,150000.0,monthly,EGP,"Sarayat Al Maadi, Hay El Maadi, Cairo",Cairo,Hay El Maadi,Sarayat Al Maadi,,29.965499877929688,31.26934242248535,3,3,250.0,sqm,YES,premium,True,False,False,False,False,False,2026-02-17T15:14:14Z,12,False,,N5PR3ZFNMNK3DXX6SCSCA4RT9W,,"We offer all real estate services in some of the most luxurious and authentic districts in Cairo “Maadi, New Cairo, Katameya heights, Mirage city, Arabela"". Our company is committed to providing you with the best services including (renting-selling –buying –evaluating-appraiser). For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished. So, if you're interested and looking for professional real estate services, please don't hesitate to contact us So, if you're interested and looking for professional real estate services, please don't hesitate to contact us or visit us on: [link not available] [link not available] For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished We offer all real estate services in some of the most luxurious and authentic districts in Cairo “Maadi, New Cairo, Katameya heights, Mirage city, Arabela"". Our company is committed to providing you with the best services including (renting-selling –buying –evaluating-appraiser). For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished. So, if you're interested and looking for professional real estate services, please don't hesitate to contact us So, if you're interested and looking for professional real estate services, please don't hesitate to contact us or visit us on Cairo, Villas, USD 6000, Furnished, 700 Sq. Meter, Amazing Villa Rent In Katameya Heights",Balcony | Central A/C | Kitchen Appliances | Shared Pool | Study | Security | Walk-in Closet,,8106.0,Mohamed Abd El Kader,mjuk93@gmail.com,False,,579.0,Brilliant Real Estate,mjuk93@gmail.com,201014000946.0,201014000946.0,201014000946.0,mjuk93@gmail.com,2026-03-04T21:58:16.650449,EX-0615-01,X05RS3S2YPEZCQF30EKKNFASFR,Latest listed_date; then completeness; images_count; scraped_at; stable source order
21637,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,KEHQBDH2V4NH39ZE8M46AEGBXG,52972382.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-new-cairo-city-the-5th-settlement-90-street-the-address-east-2PY7AjyJnyi.html,Apartment,Residential for Rent,,Apartment for rent 3 bed rooms in Addrees East,20000.0,monthly,EGP,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo",Cairo,New Cairo City,The 5th Settlement,90 Street,30.07132148742676,31.577260971069336,3,2,160.0,sqm,NO,featured,False,False,True,False,False,False,2026-02-19T13:21:46Z,6,False,,KEHQBDH2V4NH39ZE8M46AEGBXG,,"MM-Y-1_229 Apartment for rent Addrees East BUA: 160m 3bedroom 2bathroom Floor : 2 Full Finished Price: 20,000",Balcony | Covered Parking | View of Water | Security | Shared Gym | Lobby in Building,,72122.0,Manar Mohamed,manarmohmed721@gmail.com,False,,6181.0,Elevate Estate,melegym720@gmail.com,201030156868.0,201030156868.0,20221257340.0,manarmohmed721@gmail.com,2026-03-04T22:15:40.298044,EX-0624-01,ZJ7WQTY4XHQ5CSKAVTDZR5W000,Latest listed_date; then completeness; images_count; scraped_at; stable source order
20578,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,Y0F2V9AQVVG3XHH41SAPXZ9HC4,8720568.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-giza-sheikh-zayed-city-sheikh-zayed-compounds-casa-8720568.html,Apartment,Residential for Rent,,Apartment for rent in Beverly Hills compound Casa,32000.0,monthly,EGP,"Casa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Giza,Sheikh Zayed City,Sheikh Zayed Compounds,Casa,30.06619644165039,30.957996368408203,2,2,137.0,sqm,NO,premium,True,False,False,False,False,False,2026-02-15T16:36:08Z,8,False,,B.S0318,,"Apartment for sale in Beverly Hills compound Sheikh Zayed city Casa - Sodic BUA : 137 m 2 Bedrooms 2 Bathrooms Terrace Landscape view Fully finished with kitchen and AC's Asking for: 32,000 Per month",Balcony | Central A/C | Covered Parking | Security | Walk-in Closet | Lobby in Building,,55043.0,Passant  Mahmoud,bassantpremium@gmail.com,False,,4847.0,Premium Real estate,eslam.gmmal@gmail.com,201099655446.0,201100122664.0,20221257340.0,bassantpremium@gmail.com,2026-03-04T22:00:36.206644,EX-0626-01,5SQV9TVFEMX8D5QYWHKP4PCT90,Latest listed_date; then completeness; images_count; scraped_at; stable source order
24497,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,PEQWASPR89VXE5JQ3NN3N47W20,55748656.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/duplex-for-rent-giza-sheikh-zayed-city-sheikh-zayed-compounds-westown-2Pq9aqVg4Lw.html,Duplex,Residential for Rent,,For Rent | Upper Duplex in Westown Sodic – Landsca,65000.0,monthly,EGP,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Giza,Sheikh Zayed City,Sheikh Zayed Compounds,Westown,30.06761360168457,30.94028854370117,3,3,245.0,sqm,PARTLY,standard,False,False,False,False,False,False,2026-03-02T10:12:33Z,13,False,,PEQWASPR89VXE5JQ3NN3N47W20,,"For Rent | Upper Duplex in Westown Sodic – Landscape View A premium upper duplex located in Westown Sodic, offering a spacious layout and an open landscape view within a fully serviced and secure community. Property Details: Built-Up Area: 245 sqm 3 Bedrooms 3 Bathrooms Nanny’s Room Fully equipped kitchen Air Conditioning Landscape view Prime location inside the compound Compound Features: Luxury gated community 24/7 security Wide green areas Clubhouse & full facilities Easy access to main roads Calm and family-friendly environment Monthly Rent: 65,000 EGP",Balcony | Built in Wardrobes | Central A/C | Kitchen Appliances | Maids Room,,59667.0,Mohammed Osama,mm7628117@gmail.com,False,,4349.0,Thirty Eight West,ahmed.bakr@total-res.com,201000480000.0,201119347536.0,20221257340.0,mm7628117@gmail.com,2026-03-04T22:34:21.728624,EX-0632-01,6MKYB192XRSV8GY1YQ5WDQ9W60,Latest listed_date; then completeness; images_count; scraped_at; stable source order
20813,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,MZ5YV374JQ25QKGKQ57T383Z70,53974775.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/townhouse-for-rent-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mivida-2PeS44bsunY.html,Townhouse,Residential for Rent,,Twin House for rent in Mivida with kitchen and ac,110000.0,monthly,EGP,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,30.00575065612793,31.533998489379883,4,4,340.0,sqm,,featured,False,False,True,False,False,False,2026-02-23T08:59:41Z,17,False,,MZ5YV374JQ25QKGKQ57T383Z70,,"Semi furnished Twinhouse in Mivida First occupancy Twin House for rent in Mivida, 5th Settlement Compounds Twin house for rent in Mivida Ultra super modern finishing Area: 340 sq m 3 bedrooms, one is a master bedroom Roof room with bathroom 4 bathrooms The living room can be converted into a fourth bedroom or the roof living room, which has a bathroom. A nanny's room with bathroom is located on the ground floor. First occupancy Price: 110,000 KM0023 For Contact: 01113237740 Mivida offers advantages like a prime New Cairo location, blending luxury with nature through extensive greenery and lakes, plus a fully integrated community with international schools, a large mall, diverse dining/cafes (Lake District), sports facilities, medical centers, and 24/7 security for a tranquil, self-sufficient lifestyle with modern Spanish-inspired designs.",Central A/C | Maids Room | Private Garden,,73412.0,eman saeed,emansaeed25266084@gmail.com,False,,66.0,Kayan Real Estate & Property Management,islamsaleh76@gmail.com,1110003716.0,201113237740.0,20221257340.0,emansaeed25266084@gmail.com,2026-03-04T22:09:45.416695,EX-0634-01,XPJC5Z7R4NPW0XKV60SXRXWRJC,Latest listed_date; then completeness; images_count; scraped_at; stable source order
20938,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,C1131BCJCHKS7H2CXP5M511SAC,55249569.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-new-cairo-city-north-investors-area-cairo-festival-city-2Pmr21hs7nc.html,Apartment,Residential for Rent,,AMAZING APARTMENT RENT IN CAIRO FESTIVAL CITY,80000.0,monthly,EGP,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",Cairo,New Cairo City,North Investors Area,Cairo Festival City,30.028350830078125,31.40838432312012,3,3,200.0,sqm,PARTLY,featured,False,False,True,False,False,False,2026-02-28T10:29:57Z,10,False,,C1131BCJCHKS7H2CXP5M511SAC,,"We offer all real estate services in some of the most luxurious and authentic districts in Cairo “Maadi, New Cairo, Katameya heights, Mirage city, Arabela"". Our company is committed to providing you with the best services including (renting-selling –buying –evaluating-appraiser). For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished. So, if you're interested and looking for professional real estate services, please don't hesitate to contact us So, if you're interested and looking for professional real estate services, please don't hesitate to contact us or visit us on: [link not available] [link not available] For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished We offer all real estate services in some of the most luxurious and authentic districts in Cairo “Maadi, New Cairo, Katameya heights, Mirage city, Arabela"". Our company is committed to providing you with the best services including (renting-selling –buying –evaluating-appraiser). For the following categories such as: Flats – villas -lands –warehouse – shops –penthouses- townhouses –compounds – duplexes – administration buildings. Whatever your desire is, if you need it semi- or fully furnished. So, if you're interested and looking for professional real estate services, please don't hesitate to contact us So, if you're interested and looking for professional real estate services, please don't hesitate to contact us or visit us on Cairo, Villas, USD 6000, Furnished, 700 Sq. Meter, Amazing Villa Rent In Katameya Heights",Balcony | Central A/C | Kitchen Appliances | Study | Shared Pool | Walk-in Closet | Security,,8106.0,Mohamed Abd El Kader,mjuk93@gmail.com,False,,579.0,Brilliant Real Estate,mjuk93@gmail.com,201014000946.0,201014000946.0,201014000946.0,mjuk93@gmail.com,2026-03-04T22:10:29.814922,EX-0640-01,ZWMPM6KFYT0QGDAM0Q4XC2DJ9M,Latest listed_date; then completeness; images_count; scraped_at; stable source order
24028,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,9GTTWDH03BP5E8499PN3A0A210,55762160.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-hay-el-maadi-degla-degla-square-2Pqr2DhaGWG.html,Apartment,Residential for Rent,,"Furnished apartment for rent in Degla, Maadi",25000.0,monthly,EGP,"Degla Square, Degla, Hay El Maadi, Cairo",Cairo,Hay El Maadi,Degla,Degla Square,29.955591201782227,31.271116256713867,2,1,100.0,sqm,YES,standard,False,False,False,False,False,False,2026-03-02T20:20:21Z,14,False,,MG0757,,"Consists OF:- -------------- -2 bedrooms -1 bathrooms -Fully Furnished -Fully Equipped Kitchen -Modern Style -Open View Modern furnished apartment in Maadi. Bright, clean, and fully equipped. Prime location near cafés and transport. Ideal for expats – ready to move in! Close to cafés, supermarkets, and international schools *About Us* Your Trusted Real Estate Partner in Maadi At the heart of Maadi’s vibrant and green community, our real estate company is your go-to partner for tailored, end-to-end property solutions. We specialize in residential rentals, property resale, and comprehensive after-sales services — offering a seamless experience whether you’re relocating, investing, or searching for your perfect home. What sets us apart is our deep understanding of Maadi’s unique blend of lush surroundings, elegant architecture, and modern infrastructure. From stylish, fully furnished apartments to spacious family villas, our curated property portfolio is designed to meet a wide range of lifestyles and budgets. But we don’t stop at the transaction. Our dedicated after-sales support includes: Maintenance coordination Tenant management Local market advice Property supervision for owners abroad Including full oversight, regular reporting, and assistance with utilities, upkeep, and tenant communication. We also offer mobility-conscious property solutions, ensuring accessibility for individuals with disabilities or those using wheelchairs. Full property maintenance — covering electrical work, plumbing, AC servicing, and more through trusted local technicians. Relocation assistance — helping clients transition smoothly from one property to another, including packing, moving coordination, and settling in. Whether you’re new to Maadi or a long-time resident looking for a change, we are committed to providing transparent, high-quality service rooted in local expertise and long-term relationships. Let us help you turn your next move into a rewarding experience",Central A/C | Kitchen Appliances,,69984.0, In2Rent,in2rent@gmail.com,False,,6298.0,In2Rent,theency.eg@gmail.com,1055602901.0,201055593067.0,20221257340.0,in2rent@gmail.com,2026-03-04T22:31:21.791037,EX-0641-01,FJWVXWVS7WM11ANKW1GSAHTK1R,Latest listed_date; then completeness; images_count; scraped_at; stable source order
27691,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,C7CG6S2JF4DKJRAF5AMQKW92ZM,54496064.0,rent,property,https://www.propertyfinder.eg/en/plp/rent/apartment-for-rent-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-hyde-park-2PhwzB3rFku.html,Apartment,Residential for Rent,,Premium Deal: Apartment for Rent – Mountain View,50000.0,monthly,EGP,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,29.98755645751953,31.55556869506836,3,3,230.0,sqm,PARTLY,standard,False,False,False,False,False,False,2026-02-25T11:35:33Z,16,False,,mv78521,,"Premium Deal: Apartment for Rent – Mountain View Hyde Park Experience the unique architecture and serene atmosphere of MVHP. This spacious 230 sqm apartment is fully prepared for immediate move-in, featuring modern finishes and a very competitive price point. Unit Details: Location: Mountain View Hyde Park – New Cairo. Built-up Area (BUA): 230 sqm. Finishing: High-end Modern Finishing. Layout: 3 Bedrooms. 3 Bathrooms. Separate Living Room. Included Fittings: * Kitchen Cabinets. Air Conditioners (ACs). Curtains (Ready to stay). Financial Details: Monthly Rent: 50,000 EGP (Fixed/Final Price). Advance Rent: 1 Month. Security Deposit: 2 Months. Company Commission: 1 Month.",Balcony | Shared Gym | Security | Shared Spa | Children's Pool | Lobby in Building | Walk-in Closet | Study,,23368.0,Morcos samy,morcas.samy2@gmail.com,False,,2297.0,SKEEP,noranhigazy235@gmail.com,201220606015.0,201212346573.0,20221257340.0,morcas.samy2@gmail.com,2026-03-04T22:55:29.343780,EX-0642-01,19J4A5EG02PCYJMZTFV17W619G,Latest listed_date; then completeness; images_count; scraped_at; stable source order
